order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDY09950,2018-10-08,17:17:44,Dinner,TP,"[('Fish&Chips', 1), ('Salmon', 7)]",322.0,-37.8137533,144.9573296,0,8.407,12.718666
ORDA10865,2018-03-01,09:51:32,Breakfast,BK,"[('Coffee', 10), ('Cereal', 4)]",159.0,-37.8237007,144.9868771,0,6.472,11.1491412
ORDX09552,2018-01-07,08:10:08,Breakfast,BK,"[('Pancake', 7), ('Coffee', 2), ('Eggs', 8), ('Cereal', 9)]",549.75,-37.8129301,144.9372432,1,10.151,8.940841
ORDB03296,2018-07-08,14:15:12,Lunch,TP,"[('Steak', 2), ('Chicken', 4)]",218.0,-37.819881,144.9612829,0,7.58,12.1980008
ORDB07140,2018-03-31,10:52:23,Breakfast,TP,"[('Cereal', 3), ('Coffee', 1), ('Pancake', 6)]",216.0,-37.8111051,144.9868773,0,9.741,13.3333339
ORDJ07788,2018-06-25,13:44:47,Lunch,TP,"[('Burger', 7), ('Chicken', 10)]",537.0,-37.8246873,144.9828852,0,8.924,12.3314918
ORDY00263,2018-09-24,16:47:19,Dinner,TP,"[('Fish&Chips', 5), ('Shrimp', 7), ('Salmon', 4), ('Pasta', 3)]",799.5,-37.80204,144.963742,0,9.525,13.603420367818885
ORDI05749,2018-11-10,18:18:35,Dinner,NS,"[('Fish&Chips', 5), ('Pasta', 6), ('Shrimp', 7)]",718.0,-37.799738,144.9573739,0,7.286,15.213684706209477
ORDY07081,2018-08-25,15:46:28,Lunch,TP,"[('Burger', 8), ('Salad', 1), ('Chicken', 9), ('Fries', 10), ('Steak', 8)]",1033.2,-37.8053164,144.937245,0,10.718,15.2344085
ORDJ04967,2018-07-29,14:55:46,Lunch,TP,"[('Chicken', 1), ('Burger', 4), ('Salad', 4), ('Fries', 4), ('Steak', 3)]",407.8,-37.8120859,144.9738603,0,8.784,13.7215616
ORDA07296,2018-11-15,18:28:43,Dinner,BK,"[('Pasta', 9), ('Shrimp', 8), ('Salmon', 8), ('Fish&Chips', 7)]",1252.5,-37.8212735,144.9835621,0,6.486,13.4287518
ORDX07414,2018-09-17,16:37:10,Dinner,BK,"[('Shrimp', 10), ('Pasta', 3)]",622.5,-37.8195928,145.0084265,0,4.197,11.0110815
ORDJ01687,2018-01-26,08:40:33,Breakfast,TP,"[('Eggs', 8), ('Pancake', 2), ('Cereal', 1)]",245.5,-37.7994302,144.9801078,0,10.498,12.9218918
ORDK09057,2018-11-28,18:59:09,Dinner,BK,"[('Pasta', 9), ('Salmon', 3)]",370.5,-37.8095002,144.9726662,0,6.696,13.5986762
ORDB04447,2018-05-31,12:54:05,Lunch,TP,"[('Salad', 4), ('Burger', 2), ('Fries', 7)]",214.8,-37.7993509,144.9594941,0,9.895,13.179687911641217
ORDY03344,2018-12-31,20:00:00,Dinner,TP,"[('Pasta', 5), ('Salmon', 4), ('Fish&Chips', 9)]",616.5,-37.8027978,145.0067929,0,12.388,15.86246
ORDI09310,2018-01-23,08:40:33,Breakfast,NS,"[('Coffee', 6), ('Eggs', 10)]",265.0,-37.8190756,144.9540735,0,9.196,13.9193803
ORDA00039,2018-10-08,17:17:44,Dinner,BK,"[('Salmon', 7), ('Pasta', 4), ('Shrimp', 2), ('Fish&Chips', 5)]",680.0,-37.8175846,144.9592077,0,8.216,15.120752972001648
ORDJ09008,2018-03-21,10:32:06,Breakfast,TP,"[('Pancake', 1), ('Cereal', 5)]",129.25,-37.8149648,144.9605254,0,8.236,11.308305
ORDC00685,2018-07-25,14:45:38,Lunch,NS,"[('Chicken', 9), ('Steak', 10), ('Burger', 9), ('Salad', 4), ('Fries', 9)]",1193.8,-37.8171622,144.9682058,0,8.248,13.8430075
ORDK09665,2018-04-04,11:02:32,Breakfast,BK,"[('Pancake', 6), ('Cereal', 6), ('Eggs', 6), ('Coffee', 4)]",433.5,-37.8203732,144.9793657,0,6.997,11.6396155
ORDY00599,2018-12-05,19:09:17,Dinner,TP,"[('Fish&Chips', 3), ('Salmon', 2), ('Pasta', 1), ('Shrimp', 10)]",754.5,-37.8196979,144.9514965,0,8.657,12.9158131
ORDB10075,2018-03-26,10:42:15,Breakfast,TP,"[('Pancake', 6), ('Eggs', 1), ('Coffee', 3), ('Cereal', 9)]",379.0,-37.8055908,144.9489402,0,9.664,12.4391647
ORDK08691,2018-12-17,19:39:43,Dinner,BK,"[('Pasta', 2), ('Fish&Chips', 4), ('Shrimp', 8)]",627.0,-37.8057471,144.9517536,0,8.469,15.9017097
ORDC03927,2018-02-23,09:41:24,Breakfast,NS,"[('Cereal', 1), ('Eggs', 1), ('Coffee', 7)]",95.5,-37.8063872,144.9324071,0,10.177,15.3644882
ORDJ04752,2018-04-09,11:12:40,Breakfast,TP,"[('Eggs', 4), ('Cereal', 5), ('Pancake', 2), ('Coffee', 1)]",249.0,-37.8079299,144.9733064,0,9.243,11.421043
ORDX02220,2018-06-02,13:04:13,Lunch,BK,"[('Steak', 10), ('Chicken', 7), ('Salad', 5), ('Fries', 8), ('Burger', 2)]",918.0,-37.8124518,144.9587199,0,8.0,16.2320383
ORDJ05233,2018-02-23,09:41:24,Breakfast,TP,"[('Eggs', 1), ('Cereal', 2)]",64.0,-37.8063995,144.9324447,0,10.97,13.368588772007296
ORDA00786,2018-10-16,17:27:53,Dinner,BK,"[('Pasta', 9), ('Fish&Chips', 8), ('Shrimp', 10)]",1067.5,-37.8224033,144.9905147,0,6.028,12.799924380223807
ORDI08339,2018-09-22,16:47:19,Dinner,NS,"[('Shrimp', 6), ('Salmon', 1)]",365.0,-37.8178879,144.9706971,0,8.237,16.1869921
ORDC10555,2018-06-15,13:24:30,Lunch,NS,"[('Salad', 10), ('Burger', 2), ('Chicken', 1)]",266.0,-37.8154177,144.9665563,0,8.073,13.4569599
ORDJ08083,2018-09-23,16:47:19,Dinner,TP,"[('Pasta', 7), ('Salmon', 1), ('Fish&Chips', 9)]",548.5,-37.7990107,144.9541954,0,9.938,15.469253
ORDZ07087,2018-09-29,16:57:27,Dinner,NS,"[('Pasta', 8), ('Shrimp', 3), ('Fish&Chips', 6)]",592.0,-37.8165811,144.9375358,0,9.986,17.8031506
ORDB10011,2018-08-19,15:36:20,Lunch,TP,"[('Steak', 8), ('Salad', 1), ('Chicken', 4), ('Fries', 3), ('Burger', 1)]",572.2,-37.813629,144.9656432,0,8.188,13.4515078
ORDZ01488,2018-09-14,16:27:02,Dinner,NS,"[('Salmon', 6), ('Shrimp', 1)]",300.0,-37.8154856,144.935486,0,10.08,16.2026591
ORDK10668,2018-01-12,08:20:16,Breakfast,BK,"[('Coffee', 10), ('Cereal', 2), ('Eggs', 2), ('Pancake', 9)]",379.25,-37.8075598,144.970525,1,6.752,5.8451749
ORDI03505,2018-10-20,17:38:01,Dinner,NS,"[('Shrimp', 9), ('Fish&Chips', 1), ('Salmon', 8), ('Pasta', 2)]",904.0,-37.8213196,144.9691935,0,8.75,16.5788135
ORDK03576,2018-06-12,13:24:30,Lunch,BK,"[('Burger', 9), ('Steak', 3), ('Fries', 6), ('Salad', 5)]",572.0,-37.8151968,144.9419424,0,9.552,15.171719
ORDC00806,2018-06-06,13:04:13,Lunch,NS,"[('Chicken', 10), ('Fries', 9), ('Steak', 9), ('Salad', 1)]",850.2,-37.8156809,144.9352941,0,10.081,15.5923109
ORDA02596,2018-09-13,16:27:02,Dinner,BK,"[('Fish&Chips', 8), ('Shrimp', 3), ('Salmon', 3)]",565.0,-37.800868,144.9535731,0,8.587,15.514275553148622
ORDB08034,2018-06-16,13:24:30,Lunch,TP,"[('Steak', 3), ('Chicken', 1), ('Fries', 10), ('Salad', 4)]",355.8,-37.8127565,145.0102815,0,12.119,16.6237835
ORDZ02723,2018-08-03,15:05:54,Lunch,NS,"[('Steak', 4), ('Chicken', 3), ('Salad', 10), ('Burger', 7), ('Fries', 1)]",677.0,-37.8120579,144.9739576,0,7.635,13.3931008
ORDZ01524,2018-05-13,12:23:39,Lunch,NS,"[('Burger', 1), ('Salad', 5), ('Steak', 7), ('Fries', 5)]",492.0,-37.7995785,144.9596198,0,7.232,15.0860624
ORDI05917,2018-11-02,18:08:27,Dinner,NS,"[('Fish&Chips', 4), ('Pasta', 7)]",332.5,-37.8180514,144.9694604,0,8.546,14.0197105
ORDJ00890,2018-03-25,10:42:15,Breakfast,TP,"[('Coffee', 3), ('Cereal', 4), ('Pancake', 4), ('Eggs', 4)]",291.5,-37.8087298,144.9732127,0,9.158,13.1887374
ORDZ00955,2018-10-22,17:48:10,Dinner,NS,"[('Fish&Chips', 5), ('Pasta', 1), ('Salmon', 2), ('Shrimp', 10)]",824.5,-37.8084972,144.945531,0,8.995,15.2471936
ORDZ01443,2018-02-02,09:00:50,Breakfast,NS,"[('Cereal', 5), ('Pancake', 3), ('Coffee', 9)]",245.25,-37.8197476,145.0111595,0,11.122,15.7455748
ORDX03132,2018-12-16,19:29:34,Dinner,BK,"[('Salmon', 6), ('Pasta', 4), ('Fish&Chips', 4), ('Shrimp', 9)]",982.0,-37.8243979,144.9446312,0,9.796,19.2883461797324
ORDI10031,2018-04-13,11:22:49,Breakfast,NS,"[('Cereal', 10), ('Coffee', 3), ('Pancake', 9), ('Eggs', 6)]",582.75,-37.8195302,144.9637571,0,8.788,13.9174547
ORDI04626,2018-08-11,15:16:03,Lunch,NS,"[('Chicken', 6), ('Fries', 8), ('Burger', 9)]",567.0,-37.8189045,144.9527167,0,9.271,16.5178815
ORDY04202,2018-08-30,15:56:37,Lunch,TP,"[('Salad', 6), ('Steak', 9)]",508.2,-37.8182633,144.9504256,0,8.867,11.8575959
ORDC07021,2018-01-07,08:10:08,Breakfast,NS,"[('Coffee', 4), ('Eggs', 3), ('Cereal', 8)]",264.0,-37.8008536,145.0032655,1,9.256,8.4519529
ORDJ00436,2018-02-21,09:41:24,Breakfast,TP,"[('Cereal', 1), ('Pancake', 10), ('Coffee', 8), ('Eggs', 10)]",543.5,-37.8082486,144.99485,0,10.747,12.9796659
ORDB06203,2018-02-17,09:31:16,Breakfast,TP,"[('Cereal', 10), ('Eggs', 8)]",386.0,-37.8219252,144.9375827,0,9.767,13.776992443907428
ORDY00339,2018-06-08,13:14:21,Lunch,TP,"[('Chicken', 2), ('Fries', 1), ('Steak', 1), ('Burger', 1)]",152.0,-37.8162965,144.9657629,0,7.836,10.9746945
ORDB01521,2018-06-23,13:44:47,Lunch,TP,"[('Salad', 6), ('Burger', 2)]",165.2,-37.8171982,144.9529073,0,8.644,13.2552748
ORDK01106,2018-05-25,12:43:56,Lunch,BK,"[('Steak', 7), ('Fries', 7)]",399.0,-37.8250195,144.9570327,0,8.842,14.6505501
ORDI09618,2018-12-15,19:29:34,Dinner,NS,"[('Salmon', 4), ('Pasta', 7), ('Fish&Chips', 10)]",706.5,-37.8057282,144.9508162,0,8.412,16.2792274
ORDJ01245,2018-07-08,14:15:12,Lunch,TP,"[('Fries', 10), ('Chicken', 9), ('Salad', 9), ('Burger', 9)]",841.8,-37.8175381,144.9499713,0,8.929,13.9799207
ORDJ09073,2018-09-29,16:57:27,Dinner,TP,"[('Shrimp', 2), ('Pasta', 9), ('Salmon', 1)]",396.5,-37.8181162,144.9951082,0,10.149,15.6826026
ORDY06442,2018-08-07,15:16:03,Lunch,TP,"[('Fries', 10), ('Steak', 5), ('Chicken', 6)]",537.0,-37.8103682,144.9609338,0,8.528,11.9121538
ORDX04387,2018-11-04,18:08:27,Dinner,BK,"[('Pasta', 10), ('Fish&Chips', 10)]",625.0,-37.8002124,144.9258168,0,11.125,20.2465191
ORDA10211,2018-12-23,19:49:51,Dinner,BK,"[('Salmon', 7), ('Fish&Chips', 8)]",567.0,-37.822004,144.969587,0,7.914,17.29209416431837
ORDA09033,2018-12-11,19:19:26,Dinner,BK,"[('Salmon', 8), ('Shrimp', 1)]",382.0,-37.8244598,144.9876932,0,6.502,12.7191421
ORDB10621,2018-08-14,15:26:11,Lunch,TP,"[('Steak', 1), ('Chicken', 2), ('Burger', 9), ('Fries', 2), ('Salad', 1)]",429.2,-37.8232037,144.9559011,0,8.037,11.3989169
ORDI01454,2018-08-06,15:05:54,Lunch,NS,"[('Chicken', 4), ('Fries', 4), ('Salad', 8)]",313.6,-37.8122053,144.9884496,0,8.677,14.8859162
ORDJ02433,2018-03-14,10:21:58,Breakfast,TP,"[('Pancake', 1), ('Eggs', 5)]",134.25,-37.8121427,144.9792291,0,9.099,11.7347299
ORDB04558,2018-01-30,08:50:42,Breakfast,TP,"[('Cereal', 2), ('Pancake', 6)]",187.5,-37.8006202,144.9780854,0,10.149,12.6933808
ORDY10750,2018-04-25,11:43:05,Breakfast,TP,"[('Pancake', 8), ('Cereal', 8)]",362.0,-37.8186403,144.9534633,0,8.541,11.5174185
ORDY06293,2018-06-17,13:34:38,Lunch,TP,"[('Chicken', 9), ('Burger', 1), ('Steak', 10)]",769.0,-37.8014095,144.9643554,0,9.641,14.7629232
ORDK02537,2018-06-25,13:44:47,Lunch,BK,"[('Salad', 6), ('Chicken', 5), ('Burger', 6)]",449.2,-37.8242741,144.9831252,0,7.013,12.868686799276952
ORDC02116,2018-05-31,12:54:05,Lunch,NS,"[('Chicken', 9), ('Steak', 7), ('Fries', 8), ('Salad', 2)]",733.4,-37.8038851,145.0055963,0,9.62,15.0438619
ORDY08216,2018-09-09,16:16:54,Dinner,TP,"[('Pasta', 1), ('Salmon', 1)]",68.5,-37.8097539,144.9387773,0,10.655,16.0270335
ORDJ04981,2018-06-25,13:44:47,Lunch,TP,"[('Salad', 2), ('Fries', 7), ('Chicken', 3), ('Steak', 10)]",664.4,-37.8045552,144.9160408,0,12.379,15.7283473
ORDB10019,2018-11-29,18:59:09,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 2)]",397.0,-37.813268,144.9702721,0,8.481,13.0952343
ORDJ00098,2018-07-30,14:55:46,Lunch,TP,"[('Chicken', 1), ('Burger', 6)]",218.0,-37.812169,144.9737831,0,8.787,11.5313566
ORDY02227,2018-05-02,12:03:22,Lunch,TP,"[('Steak', 5), ('Fries', 1), ('Chicken', 1)]",269.0,-37.8209636,144.9763313,0,8.559,11.9507273
ORDK05671,2018-08-05,15:05:54,Lunch,BK,"[('Burger', 6), ('Salad', 7), ('Chicken', 8)]",562.4,-37.8129201,144.9520943,0,8.495,17.0117043
ORDA03032,2018-03-19,10:32:06,Breakfast,BK,"[('Pancake', 10), ('Cereal', 3), ('Coffee', 1)]",313.0,-37.8076285,144.9581712,0,7.886,12.8016342
ORDK01699,2018-10-01,17:07:36,Dinner,BK,"[('Salmon', 10), ('Pasta', 6), ('Shrimp', 3), ('Fish&Chips', 4)]",877.0,-37.8040237,144.9334558,0,10.19,16.9677701
ORDY10314,2018-01-14,08:20:16,Breakfast,TP,"[('Pancake', 9), ('Cereal', 4), ('Coffee', 9)]",369.75,-37.8055169,144.952414,1,9.527,6.1984849
ORDX02382,2018-01-21,08:30:25,Breakfast,BK,"[('Cereal', 8), ('Pancake', 6), ('Coffee', 3), ('Eggs', 3)]",402.0,-37.7997609,144.9726302,0,7.457,14.9018696
ORDA03351,2018-08-05,15:05:54,Lunch,BK,"[('Burger', 10), ('Chicken', 6), ('Fries', 4)]",550.0,-37.8132768,144.951508,0,8.552,16.6562465
ORDB03046,2018-02-12,09:21:07,Breakfast,TP,"[('Pancake', 6), ('Cereal', 5)]",250.5,-37.827091,144.9749192,0,8.683,11.350889
ORDZ07200,2018-06-16,13:24:30,Lunch,NS,"[('Steak', 8), ('Salad', 6)]",463.2,-37.8219919,144.9497507,0,9.811,17.4019771
ORDZ08700,2018-10-18,17:38:01,Dinner,NS,"[('Fish&Chips', 10), ('Pasta', 2), ('Shrimp', 4)]",621.0,-37.8185757,144.9669905,0,8.486,14.502955389612602
