order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDB07939,2018-04-04,11:02:32,Breakfast,TP,"[('Cereal', 8), ('Coffee', 8)]",228.0,-37.8205798,144.9487118,0,8.875,11.5530142
ORDZ07144,2018-04-27,11:43:05,Breakfast,NS,"[('Cereal', 2), ('Pancake', 10), ('Coffee', 2), ('Eggs', 10)]",519.5,-37.8116581,145.0045714,0,10.014,15.472584
ORDZ03792,2018-04-23,11:43:05,Breakfast,NS,"[('Pancake', 4), ('Cereal', 5), ('Coffee', 5), ('Eggs', 3)]",305.5,-37.8188597,144.9533932,0,9.226,14.6645519
ORDZ06135,2018-09-18,16:37:10,Dinner,NS,"[('Fish&Chips', 5), ('Pasta', 1), ('Salmon', 1), ('Shrimp', 2)]",351.5,-37.8076398,144.9809126,0,7.635,13.386221
ORDZ01518,2018-10-12,17:27:53,Dinner,NS,"[('Salmon', 6), ('Pasta', 1), ('Fish&Chips', 7), ('Shrimp', 2)]",626.5,-37.8111596,144.9295583,0,10.588,16.8506189
ORDJ04675,2018-09-12,16:27:02,Dinner,TP,"[('Fish&Chips', 1), ('Pasta', 7), ('Shrimp', 2), ('Salmon', 9)]",704.5,-37.8065423,144.9412049,0,10.281,13.959441
ORDY00039,2018-04-11,11:12:40,Breakfast,TP,"[('Eggs', 9), ('Cereal', 4), ('Pancake', 5), ('Coffee', 7)]",455.75,-37.7951569,144.9366705,0,11.705,13.8691426
ORDY03514,2018-01-14,08:20:16,Breakfast,TP,"[('Cereal', 3), ('Pancake', 8), ('Eggs', 1), ('Coffee', 10)]",354.0,-37.802897,144.9480927,1,10.028,6.654133
ORDZ02119,2018-05-08,12:13:31,Lunch,NS,"[('Salad', 3), ('Steak', 6)]",321.6,-37.8042274,144.9716977,0,6.983,12.2788593
ORDI02710,2018-06-17,13:34:38,Lunch,NS,"[('Burger', 5), ('Chicken', 5)]",315.0,-37.8073287,144.9687324,0,6.867,13.968435
ORDB05879,2018-09-11,16:27:02,Dinner,TP,"[('Salmon', 6), ('Shrimp', 2), ('Fish&Chips', 7)]",599.0,-37.81052,144.9754675,0,8.964,12.7271828
ORDJ10441,2018-06-22,13:34:38,Lunch,TP,"[('Fries', 8), ('Burger', 1), ('Salad', 3), ('Chicken', 2)]",242.6,-37.8044276,145.0017065,0,11.725,14.5288863
ORDZ08421,2018-12-27,20:00:00,Dinner,NS,"[('Fish&Chips', 4), ('Shrimp', 2)]",248.0,-37.8195201,144.9435127,0,9.826,15.7601662
ORDY07891,2018-06-20,13:34:38,Lunch,TP,"[('Burger', 3), ('Chicken', 5)]",253.0,-37.8226066,144.9579795,0,8.108,12.2556113
ORDB08584,2018-03-04,10:01:41,Breakfast,TP,"[('Cereal', 6), ('Coffee', 5), ('Pancake', 5), ('Eggs', 5)]",394.75,-37.8051413,144.9344689,0,10.836,14.6240047
ORDX02558,2018-11-18,18:38:52,Dinner,BK,"[('Shrimp', 3), ('Pasta', 1)]",189.5,-37.8179387,145.00853,0,4.005,13.3637846
ORDB09979,2018-06-03,13:04:13,Lunch,TP,"[('Burger', 4), ('Chicken', 3)]",220.0,-37.8024638,144.9805938,0,10.307,15.0117299
ORDX04287,2018-09-26,16:47:19,Dinner,BK,"[('Shrimp', 9), ('Salmon', 5), ('Pasta', 10)]",966.0,-37.8104385,144.9493567,0,8.785,15.4366292
ORDX03702,2018-04-02,11:02:32,Breakfast,BK,"[('Pancake', 6), ('Eggs', 6)]",277.5,-37.8117309,144.9838923,0,5.734,10.8665925
ORDK09891,2018-03-07,10:01:41,Breakfast,BK,"[('Eggs', 7), ('Coffee', 9), ('Cereal', 2)]",263.5,-37.8161362,144.9835027,0,6.17,10.3801627
ORDJ01166,2018-07-03,14:05:04,Lunch,TP,"[('Burger', 8), ('Salad', 3), ('Fries', 10)]",419.6,-37.8116388,144.9646331,0,8.401,12.11441
ORDY08943,2018-02-15,09:31:16,Breakfast,TP,"[('Cereal', 5), ('Coffee', 4), ('Pancake', 8)]",329.0,-37.8113359,145.0084965,0,11.773,14.1553535
ORDA01467,2018-11-18,18:38:52,Dinner,BK,"[('Salmon', 10), ('Shrimp', 8), ('Fish&Chips', 8)]",1122.0,-37.8188443,145.0068388,0,4.256,13.3551102
ORDK05169,2018-04-21,11:32:57,Breakfast,BK,"[('Coffee', 4), ('Pancake', 9), ('Cereal', 6), ('Eggs', 4)]",462.25,-37.8189345,144.953097,0,8.815,16.3613281
ORDJ06976,2018-09-14,16:27:02,Dinner,TP,"[('Pasta', 7), ('Fish&Chips', 10), ('Shrimp', 9), ('Salmon', 6)]",1274.5,-37.8106998,144.9283886,0,11.344,15.1857163
ORDZ01695,2018-08-26,15:46:28,Lunch,NS,"[('Fries', 9), ('Steak', 9)]",513.0,-37.8143014,144.9381221,0,10.064,17.9269699
ORDI06846,2018-01-14,08:20:16,Breakfast,NS,"[('Coffee', 6), ('Eggs', 7), ('Cereal', 10), ('Pancake', 9)]",627.25,-37.8109419,144.9391187,1,9.712,8.5225281
ORDK04682,2018-12-13,19:29:34,Dinner,BK,"[('Pasta', 3), ('Fish&Chips', 1), ('Shrimp', 6), ('Salmon', 8)]",769.5,-37.8154182,144.9916827,0,5.311,11.9752918
ORDZ11061,2018-06-30,13:54:55,Lunch,NS,"[('Fries', 6), ('Burger', 6), ('Steak', 4)]",438.0,-37.8056197,144.9537607,0,8.143,15.43654
ORDX05694,2018-08-11,15:16:03,Lunch,BK,"[('Salad', 5), ('Steak', 1), ('Burger', 8), ('Fries', 10)]",499.0,-37.8090287,144.9426335,0,9.733,18.4448127
ORDB03196,2018-09-20,16:37:10,Dinner,TP,"[('Fish&Chips', 8), ('Pasta', 4), ('Salmon', 9), ('Shrimp', 1)]",813.0,-37.8201522,144.9651149,0,7.272,11.8303559
ORDC08225,2018-01-09,08:10:08,Breakfast,NS,"[('Pancake', 3), ('Coffee', 6), ('Cereal', 1), ('Eggs', 7)]",292.75,-37.8143577,144.955229,1,8.493,6.8207858
ORDI03314,2018-10-03,17:07:36,Dinner,NS,"[('Salmon', 2), ('Shrimp', 1), ('Pasta', 6), ('Fish&Chips', 9)]",616.0,-37.8083633,144.9574928,0,7.948,14.0924356
ORDJ06873,2018-06-15,13:24:30,Lunch,TP,"[('Burger', 8), ('Fries', 6), ('Chicken', 3)]",416.0,-37.8018052,144.9571189,0,9.527,12.9865218
ORDB06754,2018-03-04,10:01:41,Breakfast,TP,"[('Pancake', 1), ('Coffee', 5), ('Eggs', 1)]",83.75,-37.8132093,145.0144442,0,12.443,15.9317269
ORDJ03167,2018-03-26,10:42:15,Breakfast,TP,"[('Cereal', 7), ('Coffee', 1), ('Pancake', 10)]",397.0,-37.8040996,144.9738286,0,9.676,11.8785108
ORDI03234,2018-08-12,15:26:11,Lunch,NS,"[('Burger', 3), ('Salad', 3), ('Chicken', 7)]",368.6,-37.8163143,144.9893275,0,9.198,16.1254993
ORDX08323,2018-12-01,19:09:17,Dinner,BK,"[('Salmon', 8), ('Fish&Chips', 5), ('Pasta', 3), ('Shrimp', 10)]",1125.5,-37.8151257,144.9393048,0,9.819,19.345852
ORDJ07885,2018-11-06,18:08:27,Dinner,TP,"[('Shrimp', 1), ('Pasta', 3)]",136.5,-37.8151727,144.9635792,0,7.909,12.0323267
ORDJ09247,2018-03-16,10:21:58,Breakfast,TP,"[('Coffee', 5), ('Cereal', 10)]",247.5,-37.8002246,144.9582514,0,9.74,11.8533085
ORDX10372,2018-01-04,08:00:00,Breakfast,BK,"[('Cereal', 1), ('Eggs', 10), ('Coffee', 7), ('Pancake', 2)]",342.0,-37.7997833,145.0097787,1,4.946,4.2555958
ORDC08705,2018-01-23,08:40:33,Breakfast,NS,"[('Eggs', 7), ('Cereal', 10)]",364.0,-37.8190248,144.9542462,0,9.178,13.6914513
ORDI10347,2018-05-01,11:53:14,Breakfast,NS,"[('Eggs', 6), ('Cereal', 5), ('Coffee', 3), ('Pancake', 10)]",502.0,-37.8085577,144.9521907,0,8.462,13.6752249
ORDA11033,2018-06-16,13:24:30,Lunch,BK,"[('Fries', 4), ('Salad', 8), ('Steak', 9), ('Chicken', 7), ('Burger', 7)]",1031.6,-37.8176544,145.010849,0,4.128,13.0526927
ORDY01529,2018-10-01,16:57:27,Dinner,TP,"[('Salmon', 4), ('Pasta', 7)]",356.5,-37.8118185,144.9751816,0,8.847,12.8910593
ORDZ01479,2018-10-01,16:57:27,Dinner,NS,"[('Pasta', 4), ('Shrimp', 7)]",488.0,-37.8190226,144.9467782,0,9.607,15.4525818
ORDJ09552,2018-02-03,09:00:50,Breakfast,TP,"[('Pancake', 1), ('Coffee', 3), ('Cereal', 1), ('Eggs', 2)]",111.75,-37.8087984,145.0088468,0,12.052,16.2623385
ORDY05315,2018-12-26,19:49:51,Dinner,TP,"[('Salmon', 3), ('Pasta', 5)]",260.5,-37.8131607,144.9386147,0,10.28,13.8500535
ORDY08472,2018-12-05,19:09:17,Dinner,TP,"[('Fish&Chips', 2), ('Shrimp', 7), ('Salmon', 7)]",735.0,-37.8189911,144.9540331,0,8.428,13.3127231
ORDC09867,2018-02-03,09:00:50,Breakfast,NS,"[('Pancake', 2), ('Cereal', 2), ('Eggs', 7), ('Coffee', 3)]",267.0,-37.8236563,144.9911437,0,9.731,16.6521549
ORDA05483,2018-10-24,17:48:10,Dinner,BK,"[('Fish&Chips', 1), ('Salmon', 2), ('Pasta', 8), ('Shrimp', 4)]",553.0,-37.8104114,144.9615968,0,7.843,14.5217021
ORDC07927,2018-05-21,12:33:48,Lunch,NS,"[('Steak', 8), ('Salad', 8), ('Chicken', 2), ('Fries', 9), ('Burger', 3)]",762.6,-37.8057025,144.9575884,0,7.825,13.0391151
ORDC10188,2018-02-11,09:21:07,Breakfast,NS,"[('Cereal', 9), ('Coffee', 1), ('Eggs', 3), ('Pancake', 7)]",432.25,-37.8121597,144.9704571,0,7.436,14.676143
ORDZ10511,2018-04-23,11:43:05,Breakfast,NS,"[('Pancake', 9), ('Cereal', 10), ('Eggs', 6), ('Coffee', 10)]",635.25,-37.82255,144.9545468,0,9.648,14.3119638
ORDB01886,2018-08-11,15:16:03,Lunch,TP,"[('Chicken', 10), ('Steak', 3)]",455.0,-37.8090287,144.9426335,0,9.974,14.7968185
ORDX06288,2018-05-29,12:54:05,Lunch,BK,"[('Fries', 2), ('Steak', 2), ('Chicken', 3)]",210.0,-37.7991095,144.9606913,0,8.359,14.4871039
ORDC05191,2018-06-19,13:34:38,Lunch,NS,"[('Chicken', 5), ('Steak', 2), ('Salad', 2), ('Burger', 10)]",594.4,-37.8247764,145.0065823,0,11.233,16.8012428
ORDX09055,2018-10-13,17:27:53,Dinner,BK,"[('Pasta', 10), ('Fish&Chips', 1), ('Salmon', 8), ('Shrimp', 4)]",854.0,-37.8206387,144.9573861,0,8.494,18.068605
ORDJ10945,2018-05-19,12:33:48,Lunch,TP,"[('Chicken', 7), ('Burger', 2)]",286.0,-37.8140035,144.9524232,0,8.909,13.235495
ORDY09313,2018-05-28,12:54:05,Lunch,TP,"[('Steak', 10), ('Chicken', 3)]",546.0,-37.8197321,144.9467771,0,9.155,12.518473
ORDI09443,2018-08-10,15:16:03,Lunch,NS,"[('Burger', 7), ('Fries', 4), ('Chicken', 5), ('Steak', 6), ('Salad', 2)]",729.4,-37.8177898,144.952388,0,10.273,15.5496081
ORDA09398,2018-07-26,14:45:38,Lunch,BK,"[('Steak', 9), ('Burger', 9)]",684.0,-37.8041703,144.9676175,0,7.368,13.029269
ORDB01462,2018-11-17,18:38:52,Dinner,TP,"[('Shrimp', 9), ('Salmon', 2), ('Fish&Chips', 7)]",813.0,-37.799771,144.9750334,0,10.204,15.8235582
ORDX03909,2018-02-14,09:21:07,Breakfast,BK,"[('Cereal', 3), ('Pancake', 6), ('Coffee', 2)]",223.5,-37.8254576,144.9763005,0,7.635,12.5056528
ORDY10801,2018-12-27,20:00:00,Dinner,TP,"[('Pasta', 8), ('Fish&Chips', 7), ('Salmon', 2)]",547.0,-37.8196878,144.9616544,0,7.928,12.4599493
ORDJ09189,2018-06-22,13:34:38,Lunch,TP,"[('Burger', 9), ('Chicken', 10)]",599.0,-37.8044276,145.0017065,0,11.725,14.6940788
ORDJ05670,2018-02-18,09:31:16,Breakfast,TP,"[('Coffee', 5), ('Eggs', 7), ('Cereal', 3), ('Pancake', 7)]",424.25,-37.8077348,144.9620648,0,8.879,12.2656007
ORDJ07822,2018-06-12,13:24:30,Lunch,TP,"[('Fries', 2), ('Chicken', 7), ('Burger', 2)]",310.0,-37.8051954,144.9431427,0,10.229,13.3317005
ORDC05412,2018-02-09,09:10:59,Breakfast,NS,"[('Coffee', 8), ('Cereal', 3), ('Pancake', 8)]",317.0,-37.8131986,144.9681269,0,7.686,12.6671838
ORDK05704,2018-06-15,13:24:30,Lunch,BK,"[('Burger', 8), ('Fries', 5), ('Salad', 10), ('Steak', 10)]",930.0,-37.8125121,144.9430819,0,9.388,15.1247569
ORDZ03389,2018-01-19,08:30:25,Breakfast,NS,"[('Coffee', 7), ('Eggs', 3), ('Cereal', 10), ('Pancake', 8)]",522.5,-37.8061196,144.9561539,0,8.267,13.4327784
ORDX00946,2018-11-02,18:08:27,Dinner,BK,"[('Fish&Chips', 7), ('Salmon', 1)]",286.0,-37.8214803,144.9449378,0,9.562,16.0573777
ORDB08683,2018-01-11,08:20:16,Breakfast,TP,"[('Coffee', 6), ('Eggs', 5)]",155.0,-37.816397,144.9839588,1,9.254,6.2719944
ORDI06469,2018-05-09,12:13:31,Lunch,NS,"[('Salad', 8), ('Steak', 3)]",272.6,-37.7994993,144.9896132,0,8.031,13.4743855
ORDA00925,2018-01-27,08:50:42,Breakfast,BK,"[('Eggs', 3), ('Pancake', 1)]",90.25,-37.8078249,144.9478849,0,8.914,16.3666157
ORDC10055,2018-01-14,08:20:16,Breakfast,NS,"[('Eggs', 6), ('Pancake', 2), ('Coffee', 9)]",248.0,-37.8109419,144.9391187,1,9.712,7.5775398
ORDB05832,2018-02-01,09:00:50,Breakfast,TP,"[('Eggs', 7), ('Pancake', 5)]",275.25,-37.8255051,144.9803904,0,8.588,11.4624726
ORDJ06096,2018-11-29,18:59:09,Dinner,TP,"[('Fish&Chips', 7), ('Salmon', 10)]",655.0,-37.8240917,144.9259201,0,10.893,14.4130758
ORDX06358,2018-12-13,19:29:34,Dinner,BK,"[('Pasta', 4), ('Shrimp', 4), ('Fish&Chips', 10), ('Salmon', 9)]",1045.0,-37.8220334,144.9507771,0,8.989,16.1571961
ORDZ06676,2018-01-10,08:10:08,Breakfast,NS,"[('Cereal', 6), ('Pancake', 8), ('Eggs', 9)]",518.0,-37.8069883,144.9570875,1,8.157,6.2938768
ORDX10504,2018-05-10,12:13:31,Lunch,BK,"[('Steak', 1), ('Fries', 5), ('Burger', 5)]",260.0,-37.8042242,144.9934496,0,5.282,11.00603
ORDY08788,2018-09-20,16:37:10,Dinner,TP,"[('Shrimp', 10), ('Pasta', 7), ('Fish&Chips', 4)]",872.5,-37.7865539,145.0197062,0,15.763,18.7761929
ORDJ06696,2018-08-07,15:16:03,Lunch,TP,"[('Chicken', 9), ('Steak', 2), ('Burger', 2), ('Salad', 9), ('Fries', 5)]",654.8,-37.8103682,144.9609338,0,8.528,12.1246307
ORDJ10154,2018-12-06,19:09:17,Dinner,TP,"[('Shrimp', 4), ('Salmon', 2), ('Pasta', 2), ('Fish&Chips', 4)]",493.0,-37.8158211,144.9658061,0,7.905,11.8288306
ORDB10113,2018-06-09,13:14:21,Lunch,TP,"[('Fries', 1), ('Chicken', 4), ('Steak', 5)]",365.0,-37.8024563,145.0096551,0,12.427,16.1252309
ORDZ09529,2018-08-04,15:05:54,Lunch,NS,"[('Fries', 3), ('Burger', 7)]",253.0,-37.8035236,144.9498862,0,8.333,15.7529694
ORDB05366,2018-06-05,13:04:13,Lunch,TP,"[('Salad', 3), ('Chicken', 2)]",115.6,-37.819738,144.9600775,0,7.697,11.4815932
ORDA05329,2018-01-11,08:20:16,Breakfast,BK,"[('Eggs', 2), ('Coffee', 8), ('Pancake', 7), ('Cereal', 8)]",441.75,-37.8161745,144.9838446,1,6.139,5.6401704
ORDX01650,2018-05-14,12:23:39,Lunch,BK,"[('Salad', 10), ('Steak', 8), ('Chicken', 2), ('Fries', 8)]",692.0,-37.8258376,144.9331944,0,12.131,18.4229239
ORDA02206,2018-04-12,11:22:49,Breakfast,BK,"[('Eggs', 6), ('Pancake', 7), ('Coffee', 5)]",339.25,-37.8135033,144.9617899,0,7.788,12.2486473
ORDZ06242,2018-05-18,12:33:48,Lunch,NS,"[('Steak', 4), ('Burger', 5), ('Salad', 9), ('Fries', 9), ('Chicken', 8)]",853.8,-37.8148102,144.9572762,0,8.45,13.7344084
ORDK04263,2018-11-10,18:18:35,Dinner,BK,"[('Shrimp', 8), ('Salmon', 10)]",842.0,-37.8231907,144.988835,0,6.264,15.0982412
ORDI03359,2018-11-19,18:38:52,Dinner,NS,"[('Pasta', 9), ('Salmon', 2), ('Fish&Chips', 1)]",364.5,-37.8121858,144.9442356,0,10.656,16.7056451
ORDC06321,2018-06-17,13:34:38,Lunch,NS,"[('Steak', 10), ('Burger', 4), ('Fries', 10), ('Chicken', 2)]",758.0,-37.8098444,144.9938212,0,8.879,16.3951192
ORDJ03146,2018-06-09,13:14:21,Lunch,TP,"[('Fries', 3), ('Burger', 7), ('Steak', 10), ('Chicken', 3)]",799.0,-37.8051732,145.0149943,0,12.972,17.1732834
ORDJ05064,2018-10-04,17:07:36,Dinner,TP,"[('Shrimp', 10), ('Fish&Chips', 6)]",750.0,-37.8137444,144.9876194,0,9.734,13.9970004
ORDI01633,2018-11-17,18:38:52,Dinner,NS,"[('Salmon', 4), ('Fish&Chips', 6)]",374.0,-37.8096867,144.947529,0,8.938,17.0165452
ORDZ03857,2018-03-08,10:11:49,Breakfast,NS,"[('Pancake', 8), ('Cereal', 1), ('Coffee', 7), ('Eggs', 4)]",355.5,-37.8186844,144.9838021,0,8.991,14.5448828
ORDC10616,2018-08-21,15:36:20,Lunch,NS,"[('Steak', 5), ('Salad', 9), ('Burger', 6), ('Chicken', 4)]",693.8,-37.8142048,144.9690419,0,7.796,13.269729
ORDJ07101,2018-01-07,08:10:08,Breakfast,TP,"[('Eggs', 2), ('Pancake', 7)]",213.75,-37.8167084,144.9813454,1,9.007,6.4915497
ORDI10598,2018-06-27,13:54:55,Lunch,NS,"[('Burger', 7), ('Fries', 9), ('Salad', 9), ('Chicken', 2)]",543.8,-37.8258228,144.9848095,0,9.556,15.2259956
ORDJ07336,2018-12-15,19:29:34,Dinner,TP,"[('Salmon', 6), ('Shrimp', 1), ('Fish&Chips', 9), ('Pasta', 6)]",780.0,-37.8078691,144.9419796,0,10.098,15.5571474
ORDC08071,2018-10-05,17:07:36,Dinner,NS,"[('Fish&Chips', 5), ('Shrimp', 10), ('Salmon', 6)]",961.0,-37.8080302,144.9572923,0,7.91,14.5125815
ORDA03214,2018-04-08,11:12:40,Breakfast,BK,"[('Eggs', 8), ('Pancake', 1)]",200.25,-37.8175921,144.9672221,0,7.44,15.1678343
ORDX09500,2018-01-09,08:10:08,Breakfast,BK,"[('Eggs', 3), ('Coffee', 7)]",118.5,-37.821464,145.0048098,1,4.7,4.8843552
ORDI11012,2018-05-30,12:54:05,Lunch,NS,"[('Chicken', 1), ('Salad', 3), ('Burger', 4)]",207.6,-37.8171161,144.9527937,0,9.004,14.7402363
ORDA05378,2018-01-12,08:20:16,Breakfast,BK,"[('Eggs', 10), ('Coffee', 1), ('Pancake', 10)]",470.0,-37.7989706,144.9707095,1,7.689,6.1722581
ORDC03036,2018-05-24,12:43:56,Lunch,NS,"[('Fries', 10), ('Salad', 7), ('Burger', 9), ('Steak', 8)]",879.4,-37.8221807,144.979236,0,8.965,14.4930259
ORDC08997,2018-11-21,18:38:52,Dinner,NS,"[('Shrimp', 6), ('Fish&Chips', 2)]",394.0,-37.8083453,144.9766102,0,7.388,13.8441077
ORDX08955,2018-03-21,10:32:06,Breakfast,BK,"[('Eggs', 7), ('Pancake', 7)]",323.75,-37.8150344,144.9605564,0,7.981,12.8208867
ORDY10673,2018-05-30,12:54:05,Lunch,TP,"[('Chicken', 2), ('Salad', 5), ('Burger', 5)]",305.0,-37.809416,144.9894544,0,10.136,13.8190549
ORDZ01804,2018-09-28,16:57:27,Dinner,NS,"[('Fish&Chips', 1), ('Pasta', 5), ('Shrimp', 10), ('Salmon', 8)]",1040.5,-37.8084895,144.945285,0,9.017,14.8560564
ORDZ01816,2018-03-04,10:01:41,Breakfast,NS,"[('Eggs', 8), ('Pancake', 5), ('Coffee', 8)]",357.25,-37.8198062,145.0016147,0,10.389,17.5421082
ORDY03094,2018-10-31,17:58:18,Dinner,TP,"[('Pasta', 8), ('Fish&Chips', 3), ('Shrimp', 5), ('Salmon', 2)]",677.0,-37.81549,144.9964523,0,10.525,14.6428058
ORDX10779,2018-07-17,14:25:21,Lunch,BK,"[('Salad', 10), ('Chicken', 2), ('Burger', 1)]",267.0,-37.8192943,144.9458405,0,9.469,15.4097747
ORDZ09998,2018-07-16,14:25:21,Lunch,NS,"[('Steak', 3), ('Chicken', 3)]",231.0,-37.8220233,144.9539584,0,9.6,14.4548068
